index,Best Performance
0,0.002625635623749986
1,0.004661386687476503
2,0.004316765877278795
3,0.0037032649626501054
4,0.003433864784620274
5,0.005311125832925711
6,0.0034919971349568345
7,0.004124115712081252
8,0.004319265227215241
9,0.003486465874895151
10,0.003364548728472953
11,0.0029526826980186575
12,0.003869448954492681
13,0.005063737444623526
14,0.0020313234271332713
15,0.004124349775879219
16,0.004095298971814165
17,0.004445583575561959
18,0.004333896134983007
19,0.0027593941338067873
20,0.004281358296874953
21,0.0033999045810699877
22,0.005883675478108277
23,0.00478699776659693
24,0.0037055066021327706
25,0.0029089549701823494
26,0.0028343792197858255
27,0.003487152100893297
28,0.004195816518311393
29,0.003958350713300943
30,0.0028255878791231723
31,0.0027354161239857054
32,0.004320367121170695
33,0.004099094244811846
34,0.004115988207244067
35,0.00401916431302679
36,0.0037072758360508053
37,0.003735153878509929
38,0.005657555460634681
39,0.004648680870867569
40,0.004077149317440977
41,0.003404122323350628
42,0.003601356971731345
43,0.0037076407616245697
44,0.003772958020512399
45,0.0014651694255491546
46,0.004584010810661654
47,0.0033922442947960374
48,0.003417815935578925
49,0.0040797628453100344
50,0.0038834432075197417
51,0.005148407173598525
52,0.004388691669557379
53,0.0033286210526308055
54,0.005588777855784504
55,0.007102765954235278
56,0.003837646732392342
57,0.004133526086291571
58,0.003647773240982794
59,0.005286003051029142
60,0.004171251890463286
61,0.0036277458809551113
62,0.0036264894505310705
63,0.006176172211264314
64,0.002997061736114847
65,0.002740418891502187
66,0.004105978262144936
67,0.0035375276824233855
68,0.0042840932954838346
69,0.004380124102903895
70,0.004254878994977159
71,0.0039736965123784085
72,0.003640711238777884
73,0.003489746693249729
74,0.004345964433992361
75,0.0033913399397535893
76,0.003994048247889286
77,0.005990203083224878
78,0.003591843576448395
79,0.0038069020864975817
80,0.004160833000038623
81,0.0029180075091673006
82,0.003723872888621187
83,0.004140803435547556
84,0.003253861198993945
85,0.004295100907589627
86,0.003110186624272584
87,0.002714921768133779
88,0.0032747236887178894
89,0.0031030524134799627
90,0.005361174635453069
91,0.0032252539038313014
92,0.0034911851978400433
93,0.003364541892347517
94,0.003280427868112712
95,0.0046306655578596655
96,0.006394790760097245
97,0.004763165587237961
98,0.004222818099035443
99,0.0038619241401486376
100,0.0035784478239817524
101,0.003643483040063812
102,0.0048994854171022706
103,0.0036022500087810436
104,0.003441311844601423
105,0.0034834881482615635
106,0.0033517959222788937
107,0.0037261722775221596
108,0.0036410364648997535
109,0.003627428496469155
110,0.008705542948369628
111,0.0034008948021224026
112,0.004680943634794606
113,0.0041554077309507815
114,0.005785092522781211
115,0.0034572081706436956
116,0.005131408021788518
117,0.002825253131996047
118,0.004350976713264184
119,0.003958201249898017
120,0.0031168059087820143
121,0.003711329495977937
122,0.003794604480942786
123,0.0038467581264449526
124,0.003975051835570692
125,0.005397230020563958
126,0.0035999680067107776
127,0.0035674557894921767
128,0.004845284335687161
129,0.003371675181590562
130,0.0034758520818939484
131,0.003508574704393811
132,0.005545305698647368
133,0.0038996685662571816
134,0.00358844553891293
135,0.0035517872385982014
136,0.0032357614004327575
137,0.0029511674482219086
138,0.005807372315119958
139,0.0043367615004188485
140,0.0035502266532375652
141,0.004492326212041347
142,0.004044045148865479
143,0.0037667407368472262
144,0.003986420815821251
145,0.003275029492618601
146,0.003544101533304452
147,0.003839211273140252
148,0.0032690914983713854
149,0.004379475567085597
150,0.005623147078995502
151,0.0036663998746555484
152,0.003995852661370557
153,0.005401168648537847
154,0.0023599330634970555
155,0.004539552868148018
156,0.0036356270460121696
157,0.004455332689094118
158,0.0027257503754916763
159,0.004279857003582859
160,0.0029379331815098894
161,0.004713585820206952
162,0.0037780727605667163
163,0.003877463176612971
164,0.003620941112028853
165,0.0042175445124844994
166,0.004051154314900287
167,0.0035338301165393476
168,0.0021808899266746395
169,0.00411374523009644
170,0.0038896617160430785
171,0.003484043904968527
172,0.0037415565077894173
173,0.0036430497820740338
174,0.004435169109432637
175,0.0031800741108928042
176,0.004416374022209828
177,0.003413039477992264
178,0.0030370802164995927
179,0.0035340826967871107
180,0.0039434220432766846
181,0.004519055323664363
182,0.005063406875121433
183,0.005742925261695267
184,0.0036424156153588775
185,0.004871583778782844
186,0.003736677983762157
187,0.0034196298235897264
188,0.0036166122754663996
189,0.004359960727162478
190,0.003290774439810364
191,0.002892722539601635
192,0.003492062865594696
193,0.0038244545015060937
194,0.0032681415580960425
195,0.0033492766099343135
196,0.00493608465239818
197,0.003983866674230759
198,0.0030400668385708127
199,0.0034690612551380932
200,0.0049613220273966325
201,0.0036697587340731633
202,0.003795794399346768
203,0.0032230581599028943
204,0.004022624368190396
205,0.0028229345262698415
206,0.0032066210588838555
207,0.0037526480964076682
208,0.0036254320395359505
209,0.0038896344410908243
210,0.00484328894014079
211,0.0028217088122801624
212,0.004516305828917233
213,0.0036456373721114573
214,0.0036971045281232137
215,0.003554102428580722
216,0.004025451683112337
217,0.0048159036287468236
218,0.00451759104298295
219,0.004167144479447838
220,0.0032431119060923625
221,0.004722691754858739
222,0.004565331119692412
223,0.004263913101731792
224,0.0025186254612697503
225,0.0038620309543460863
226,0.004327220997881527
227,0.005296342986093315
228,0.0038610756977362232
229,0.004425481110619623
230,0.004759073239921703
231,0.0027342321709103033
232,0.0034883079610152122
233,0.0038452493018303452
234,0.0025990704329878836
235,0.007402964296504622
236,0.0037004401238013816
237,0.005493806857584557
238,0.003822896467554815
239,0.005166258561410532
240,0.0046711358119679676
241,0.003531720147074494
242,0.0032693345966101454
243,0.004091023300676555
244,0.003384249410727756
245,0.003052245456140769
246,0.004090510700296138
247,0.006017837087753453
248,0.0035391739317446173
249,0.0043081218886685015
250,0.004353523393487879
251,0.004191165730192267
252,0.0036986710780619217
253,0.00441428130150583
254,0.0033651155496601973
255,0.003575950894784365
256,0.0037743472248092298
257,0.003429072237812817
258,0.004944215471853224
259,0.0033671978541882125
260,0.002860760701841397
261,0.0029723982192003118
262,0.0037850057293759448
263,0.0036277581127716696
264,0.003493691947200844
265,0.004042684325680727
266,0.0065072039889504515
267,0.0038226413068868778
268,0.004631738713598023
269,0.004238196008097003
270,0.004032161626506198
271,0.0034067720926782637
272,0.0038045372512540017
273,0.0033990774173151364
274,0.0046724040159589015
275,0.003601978583513701
276,0.005423524421077763
277,0.0037264884657725304
278,0.003316811324491694
279,0.005213170509976504
280,0.00428763259039599
281,0.002594683741976902
282,0.0034106420732808495
283,0.004344978955282057
284,0.003523748800777685
285,0.003621005424614876
286,0.0023370335067825917
287,0.0033089137795427885
288,0.002085375006557571
289,0.004715126827009839
290,0.008417800645759825
291,0.003893894872238389
292,0.004118234226493976
293,0.003325389013058218
294,0.004149563827460124
295,0.003535501250687031
296,0.002956787584742518
297,0.002903117351358058
298,0.0037876919331490924
299,0.0042632823272293055
300,0.006426429698114705
301,0.005095144491060593
302,0.0040912180127864175
303,0.0040251176998192814
304,0.0033207186374356757
305,0.003199778437760529
306,0.003811368516388713
307,0.003818750264897229
308,0.003135940052225356
309,0.006096838725622682
310,0.0039210199897661896
311,0.005650801494515405
312,0.003092344719779692
313,0.004228437634097792
314,0.003181694170751262
315,0.0037303450144040365
316,0.00309560401057309
317,0.004734795520065102
318,0.003536670960764561
319,0.003515366523980219
320,0.005376196468766445
321,0.005367176688323271
322,0.006025190529063223
323,0.004580927529902078
324,0.0033362534585682346
325,0.0029398297245791898
326,0.0041571251349935496
327,0.0038958070408849138
328,0.004593191497149403
329,0.00363982840924689
330,0.00551306568641697
331,0.003520742510605419
332,0.003236647432666682
333,0.004871606984014978
334,0.004154179443795078
335,0.005390946765328235
336,0.0037953616671398197
337,0.004381641267448238
338,0.006852440154661764
339,0.003045680239568564
340,0.005100349534381782
341,0.003456222633156825
342,0.004647790286513552
343,0.0033158016828149194
344,0.0032398444818035016
345,0.004523107930819397
346,0.0038207294870631456
347,0.004428895546084212
348,0.005671243476056889
349,0.003248473085024559
350,0.003955527775062259
351,0.004374566073220349
352,0.005560848421652261
353,0.00613275023819896
354,0.004133165516062148
355,0.003618595064315235
356,0.0036232216330579978
357,0.004788443860761285
358,0.003650990542297561
359,0.003863262675787315
360,0.003482978332382139
361,0.004210786431337881
362,0.004179899985154387
363,0.003605346755829105
364,0.003009642525015952
365,0.003924297479797389
366,0.0036883952145370944
367,0.003366272523080958
368,0.004184983553143119
369,0.006739016246250659
370,0.004235019496703309
371,0.003538704309632867
372,0.003256419553480873
373,0.002322517301477669
374,0.0036470329556421563
375,0.004626894442205612
376,0.004233365218187772
377,0.004999248999451611
378,0.0033702904223998882
379,0.004452033234196314
380,0.0049234789185774895
381,0.004274461081833871
382,0.0037597281457891836
383,0.003333856535090468
384,0.0045968615039495096
385,0.007563863947611994
386,0.0038905057628829762
387,0.004292986186994339
388,0.0036328873041211285
389,0.004419943676823564
390,0.00523933161205333
391,0.003314195387951145
392,0.0041025257843050915
393,0.004407310263733571
394,0.004167080720531888
395,0.003326767023775438
396,0.004260763591488612
397,0.004288585825692277
398,0.004606214472191016
399,0.003960138415685114
400,0.004068826375777641
401,0.00480137623499082
402,0.0038559981244100645
403,0.003943167671020861
404,0.004147120654534094
405,0.0038059405148110877
406,0.004263479061814614
407,0.00358507498109246
408,0.0038023346221805854
409,0.006120829073691701
410,0.004762348809704159
411,0.0037894881406151273
412,0.004170910124174951
413,0.004652119012012255
414,0.004887866784662942
415,0.002350417715787376
416,0.003325278750765104
417,0.003756152998736936
418,0.0024597844101948776
419,0.004304379218048747
420,0.0037240606325505844
421,0.00384737366994224
422,0.0040700332426935396
423,0.00521755140469956
424,0.003643755336242647
425,0.004064566852525615
426,0.0024735372524366953
427,0.004460048803706637
428,0.003644992399128343
429,0.0034254597995997966
430,0.003698965659019981
431,0.0029931219212771007
432,0.00414161518298036
433,0.003233035560131487
434,0.0049776207125176025
435,0.0037408278335478245
436,0.0037695181993275917
437,0.0037970190818541684
438,0.004177979497909202
439,0.003414992025008278
440,0.0036840059472796794
441,0.0037428031467843475
442,0.002155591793564473
443,0.003779427661320863
444,0.0039926153921488365
445,0.005631198293938817
446,0.0035427800658251194
447,0.0039291601258083664
448,0.0035528213146637524
449,0.004307448786830377
450,0.004219181144099992
451,0.005112003444470756
452,0.002584222021913991
453,0.004282963320400162
454,0.004307543234803955
455,0.004224253347402007
456,0.0037669879950593677
457,0.004235707391123008
458,0.0042121853838716205
459,0.0038256781440716113
460,0.0037447541172499323
461,0.0033598754500350696
462,0.0037730835951050325
463,0.003327575753983751
464,0.003546114839738719
465,0.004668011984078255
466,0.002843958545889223
467,0.004103091678755979
468,0.003857967963595544
469,0.003614119521097124
470,0.003490875184907749
471,0.004132352615297599
472,0.004111458242144944
473,0.004037095398715143
474,0.0033212186525287016
475,0.0032251129702045786
476,0.003914323640621376
477,0.004093306875777621
478,0.003652085035815255
479,0.004173581713593246
480,0.0036439450094348756
481,0.003549980200506327
482,0.0032661650827926084
483,0.0031278058796828474
484,0.003078146585077988
485,0.0047233811273962685
486,0.002828496921818985
487,0.0031102476377763916
488,0.0045389026512983556
489,0.004333669601378215
490,0.004183476184338154
491,0.003438497626921822
492,0.003510230049900434
493,0.004397904928162823
494,0.0033263085635529617
495,0.004589020733106673
496,0.0031857448671311463
497,0.004517963977206948
498,0.0033130872644209276
499,0.005317321287949452
500,0.005114887417550033
501,0.005053993235050827
502,0.0044085041254367146
503,0.003475052020400221
504,0.004516119512409091
505,0.003969567749310327
506,0.0038491447697599174
507,0.004091794878638311
508,0.0030316012310057775
509,0.003442605786303434
510,0.005284650624518577
511,0.0032151144952081677
512,0.0032487344139509014
513,0.0020212964363038807
514,0.006206811275964545
515,0.003270729962506289
516,0.0034932506661098602
517,0.004341386223701476
518,0.004654358895523345
519,0.003861825363622754
520,0.004732123982212527
521,0.003434838708788977
522,0.004117869533181419
523,0.0032004829726766924
524,0.004323999617107446
525,0.0031443695299334983
526,0.003037163461534229
527,0.003325419437518914
528,0.004220505483381705
529,0.004120686276362986
530,0.0034609721107345497
531,0.004069040008799888
532,0.005328960320830487
533,0.002546800494421669
534,0.004450545863256029
535,0.0034692307650667563
536,0.0029559419787673754
537,0.0022281776869384428
538,0.0042608901282256495
539,0.0038511693564007507
540,0.0035458262780572107
541,0.0035095977093006557
542,0.004692305547832573
543,0.004228686851964374
544,0.003197626576430767
545,0.005725932037045562
546,0.0035949299394468603
547,0.00419399618175445
548,0.005711008350661534
549,0.003146001940770365
550,0.004362112987168964
551,0.0035269171709504665
552,0.003870008351761524
553,0.004904961323967769
554,0.003426822040590518
555,0.0040014231121094
556,0.004252739330050965
557,0.004155323996526055
558,0.004422454203661282
559,0.004335122030290424
560,0.0029443792778461467
561,0.003579247638307201
562,0.003655467326506829
563,0.0038703342140335964
564,0.005182915424163631
565,0.004184330564471762
566,0.003775266237595691
567,0.003922343727512869
568,0.003376067526106694
569,0.003655559743446015
570,0.0033686044655978054
571,0.003747827414147991
572,0.0031652848115393474
573,0.003776988077729583
574,0.004042718590375364
575,0.0037167583323167545
576,0.004491163431004987
577,0.003642831357798576
578,0.005386790036928738
579,0.004246008109600537
580,0.004569928458516836
581,0.004501878859686118
582,0.002979104612481505
583,0.003420591013015975
584,0.004942632378153679
585,0.0037798647550913523
586,0.003421002871550594
587,0.005158538622082439
588,0.004215657835276609
589,0.0032946238895485004
590,0.003236911101279249
591,0.005015201629082265
592,0.0028589881908943154
593,0.0036717403991128037
594,0.003774227169594749
595,0.004191101436222865
596,0.003913255326288468
597,0.0032151506964864995
598,0.005113379269318279
599,0.003601719808111291
600,0.004794775164713814
601,0.003583285060675491
602,0.0029891294110698727
603,0.0032346341851633357
604,0.003161631185898633
605,0.0033222586923553734
606,0.003737492210004483
607,0.002797789951748906
608,0.00436885729428614
609,0.004867207103479375
610,0.003899117042409363
611,0.003004498746942143
612,0.003037269044798368
613,0.003219759282371677
614,0.00451327487619203
615,0.0023034348926391527
616,0.0033349976309363497
617,0.0032234021276875205
618,0.003942637462467622
619,0.0028735974918629877
620,0.003454298802293668
621,0.003542928746013064
622,0.0032882390988964684
623,0.00251978907179803
624,0.0034050272476856235
625,0.0028352870565669258
626,0.0039711654708385275
627,0.0028855399416708835
628,0.004305048760982271
629,0.0033990092054665363
630,0.0036704828561947155
631,0.004218937665243965
632,0.004746750818223159
633,0.0034618849021975143
634,0.0031957386168300636
635,0.0043309450106237745
636,0.0034982367646487203
637,0.0037096779973462557
638,0.00399597090157897
639,0.0028705304948227813
640,0.0037275560916919383
641,0.0036547681040620347
642,0.0037049997474563894
643,0.004251946896878695
644,0.0037154675479442066
645,0.003953835769870568
646,0.0031091314243548076
647,0.00413188100400954
648,0.0037982619783693953
649,0.0045397153286215455
650,0.0034437017758508076
651,0.003933505238017511
652,0.004013012987610988
653,0.004030200465194309
654,0.003825597672015176
655,0.0035128123342200997
656,0.0034762621106188374
657,0.004102046100957882
658,0.002842622982172595
659,0.0038299125586926403
660,0.0036903038247638334
661,0.005164906233488351
662,0.0034652270217881828
663,0.003601529526415017
664,0.0052694070154763436
665,0.002967112244371087
666,0.003135856161353815
667,0.0032282699492822454
668,0.003271882211134857
669,0.0037342803430240813
670,0.004342149453434933
671,0.0033873847892373966
672,0.0037671927334094668
673,0.006269941206666683
674,0.004115402648857155
675,0.003997675349818879
676,0.003579189350027749
677,0.0039656924809296735
678,0.004401341264499862
679,0.003635181493178281
680,0.003553441410438676
681,0.0038644427095555554
682,0.003526929243913121
683,0.003195728296623241
684,0.004383486136534837
685,0.00331337559958803
686,0.004018700644877615
687,0.0052289035832185655
688,0.005364604330784198
689,0.003444222455176306
690,0.0045262852986241685
691,0.004859362613670433
692,0.00423652027322797
693,0.004841962070075281
694,0.002787125571134697
695,0.0037889688307457797
696,0.004878021171301084
697,0.004165465589822498
698,0.0028686797942072974
699,0.003763336221200831
700,0.0037127661896133963
701,0.0036050652428617352
702,0.004001660754486112
703,0.0055769501703955525
704,0.0029313425961794274
705,0.0038233078604062525
706,0.003794080937058691
707,0.004821152586331189
708,0.003912982686327238
709,0.006994271993568665
710,0.004232364374703515
711,0.0037754908982278574
712,0.003912800118015256
713,0.0023651328746639422
714,0.0039401633963928335
715,0.0048598372947984145
716,0.0033132381308983447
717,0.0038026762985755736
718,0.002760764902830929
719,0.004316662100433692
720,0.004084304062509611
721,0.0037871160727511463
722,0.0034126585868477924
723,0.003639645866968355
724,0.0028577638027130338
725,0.004184012686500052
726,0.003005357937967173
727,0.004219489946557789
728,0.003944220534502934
729,0.004107666661604927
730,0.006642198718069449
731,0.003712637144676911
732,0.005438859814662983
733,0.0037933931915431814
734,0.006601526708994978
735,0.003743465054983354
736,0.0025451592160352365
737,0.004304732099547557
738,0.004274257075762419
739,0.003907553410899466
740,0.0038100220828558
741,0.004058884228812901
742,0.007759845263856475
743,0.0047846705869563225
744,0.003254182713700239
745,0.005519111101867576
746,0.002497218553539445
747,0.004389237854172338
748,0.007586463495713452
749,0.005923839035422943
750,0.004040554995850059
751,0.0038567670729430436
752,0.0040515816803398975
753,0.004307609553096323
754,0.0032742959805580297
755,0.003478458307786234
756,0.00402578081318334
757,0.004690699831682156
758,0.00439211556564363
759,0.006232798697016455
760,0.0036770035324738704
761,0.004682452779428795
762,0.004486086484266882
